dm_force_sampling volume_linear
final_time_Gyr 0.04888961108
final_growth_factor 2.315935084
delta_gas_growth_amplitude 0.9494824183
delta_dm_growth_amplitude 1.006579536
delta_gas_over_dm 0.943276099
gas_velocity_growth_amplitude 1.006597149
dm_velocity_growth_amplitude 1.00423559
minimum_shell_separation_comoving_kpc 6.666274148
minimum_positivity_limiter_factor 1.076791989e-10
median_positivity_limiter_factor 1
fraction_hydro_steps_limited 0.4473684211
