case,time_proper_Myr,front_radius_proper_kpc,analytic_radius_proper_kpc,absolute_error_proper_kpc
instantaneous_20,22.23871095347525,2.8966302172939082,2.9652205059228463,0.06859028862893801
instantaneous_20,22.40902125205491,2.9044746008499276,2.972102107896288,0.06762750704636034
instantaneous_20,22.59909646529801,2.9138161081476794,2.9797336776959362,0.06591756954825678
instantaneous_20,22.816273697968665,2.9253140376786,2.9883914442494945,0.06307740657089456
instantaneous_20,23.072239334799793,2.9401041746708203,2.998512008688631,0.05840783401781069
instantaneous_20,23.38700657320404,2.9603304959038956,3.010835940552546,0.05050544464865059
instantaneous_20,23.79640115821661,2.98878746642197,3.026668678977958,0.03788121255598842
instantaneous_20,24.17134561784799,3.0115060138130176,3.0409794536917305,0.02947343987871287
instantaneous_20,24.51606937211218,3.029443034089573,3.0539808279114626,0.024537793821889586
instantaneous_20,24.8341513227688,3.043947553614676,3.0658479119572304,0.021900358342554327
instantaneous_20,25.12869999357203,3.055913861661858,3.0767284962148516,0.020814634552993372
instantaneous_20,25.402452017242787,3.0659584762197993,3.0867490886307922,0.020790612410992892
instantaneous_20,25.657831768757948,3.074520302687356,3.0960188635846,0.021498560897244
instantaneous_20,25.89699215616971,3.081920288819845,3.104632480601132,0.022712191781286695
instantaneous_20,26.12184604651567,3.0883985106888208,3.1126722485214704,0.024273737832649633
instantaneous_20,26.334092771038684,3.0941380862857217,3.1202098786981587,0.026071792412436956
instantaneous_20,26.5352417215359,3.0992810897419996,3.127307956059688,0.02802686631768836
instantaneous_20,26.7266338916016,3.1039394373980844,3.134021199298113,0.030081761900028425
instantaneous_20,26.909461693316477,3.1082025166272884,3.1403975523924843,0.03219503576519589
instantaneous_20,27.084787169981063,3.1121426479883194,3.1464791350349315,0.034336487046612074
instantaneous_20,27.253558664594856,3.115819072251551,3.152303072116983,0.036483999865431826
instantaneous_20,27.416626007059463,3.1192809125770586,3.1579022185669063,0.0386213059898477
instantaneous_20,27.57475430935288,3.12256941221741,3.1633057936659226,0.04073638144851266
instantaneous_20,27.728636487471185,3.1257196526884488,3.168539937583512,0.0428202848950634
instantaneous_20,27.878904654725417,3.12876189529031,3.1736282018549233,0.044866306564613545
instantaneous_20,28.026140551153595,3.1317226477671403,3.178591984697769,0.04686933693062878
instantaneous_20,28.170885189921997,3.1346255303179738,3.1834509213947846,0.04882539107681083
instantaneous_20,28.31364791633771,3.1374919965480603,3.1882232394780248,0.05073124292996445
instantaneous_20,28.45491509139255,3.1403419524534995,3.1929260881765975,0.05258413572309806
instantaneous_20,28.595158633539416,3.1431943084173137,3.1975758516177275,0.05438154320041377
instantaneous_20,28.734844683957053,3.1460674944250266,3.2021884556969233,0.0561209612718967
instantaneous_20,28.874442707293195,3.1489799667490725,3.206779679491352,0.057799712742279574
instantaneous_20,29.014435409484705,3.151950735084196,3.2113654837860444,0.059414748701848374
instantaneous_20,29.155329957662186,3.1549999428312447,3.2159623720148947,0.06096242918364991
instantaneous_20,29.297671140942214,3.158149540720426,3.2205878031513895,0.0624382624309634
instantaneous_20,29.442057340936273,3.1614241067591804,3.225260682547236,0.06383657578805568
instantaneous_20,29.589160528891707,3.1648518862694757,3.230001966597643,0.06515008032816727
instantaneous_20,29.73975204058594,3.168466159215397,3.234835432339071,0.06636927312367424
instantaneous_20,29.894736715966914,3.1723070963210813,3.239788686933433,0.06748159061235182
instantaneous_20,30.055199328348017,3.176424355419794,3.2448945301219223,0.06847017470212835
instantaneous_20,30.222469426175664,3.1808808224913045,3.250192845240322,0.06931202274901738
instantaneous_20,30.398214433343913,3.1857581707746463,3.25573329991995,0.06997512914530368
instantaneous_20,30.584577381622605,3.1911654023836946,3.26157932191446,0.07041391953076559
instantaneous_20,30.78438755763734,3.1972524740916852,3.2678141502144427,0.07056167612275743
instantaneous_20,31.00149509125847,3.204232992666715,3.2745503974455734,0.07031740477885862
instantaneous_20,31.241326331884387,3.2124239880179166,3.2819458323248445,0.06952184430692787
instantaneous_20,31.511855140637973,3.222320006797817,3.290230800207214,0.06791079340939721
instantaneous_20,31.825412426708713,3.2347418995157726,3.299758904204983,0.06501700468921046
instantaneous_20,32.20233140811956,3.251165198476489,3.3111080893543208,0.05994289087783189
instantaneous_20,32.679055298491505,3.274539265147373,3.325302544237411,0.05076327909003808
instantaneous_20,33.2103753828388,3.3027533059267213,3.340916974306468,0.03816366837974661
instantaneous_20,33.69750822487078,3.3250166868297644,3.3550469960080753,0.030030309178310954
instantaneous_20,34.14590439341627,3.3426365317518805,3.36789997560975,0.025263443857869383
instantaneous_20,34.560167603634106,3.3569140433112876,3.379646647857275,0.022732604545987467
instantaneous_20,34.94429216336266,3.3687150925517737,3.3904310996127602,0.02171600706098653
