RADIUS_PC,VELOCITY_cgs_KMS,DENSITY_CM3,TEMP_cgs_K
7.0507812,2.0466232,9.4044869,21699.567
7.0898437,2.0575049,9.4442153,21631.113
7.1289062,2.0684902,9.4840121,21563.223
7.1679687,2.0795802,9.5238796,21495.886
7.2070312,2.0907762,9.5638199,21429.087
7.2460937,2.1020798,9.603835,21362.814
7.2851562,2.1134925,9.6439264,21297.054
7.3242187,2.1250164,9.6840955,21231.796
7.3632812,2.1366536,9.7243433,21167.028
7.4023437,2.1484068,9.7646704,21102.737
7.4414062,2.1602787,9.8050772,21038.914
7.4804688,2.1722726,9.8455635,20975.547
7.5195312,2.1843919,9.8861289,20912.626
7.5585937,2.1966406,9.9267727,20850.141
7.5976562,2.2090227,9.9674935,20788.081
7.6367187,2.2215424,10.00829,20726.437
7.6757812,2.2342041,10.049161,20665.201
7.7148437,2.2470122,10.090103,20604.363
7.7539062,2.2599712,10.131115,20543.914
7.7929687,2.2730853,10.172195,20483.845
7.8320312,2.2863585,10.21334,20424.15
7.8710937,2.2997946,10.254548,20364.818
7.9101562,2.3133965,10.295817,20305.843
7.9492187,2.327167,10.337146,20247.216
7.9882812,2.341108,10.378532,20188.93
8.0273438,2.3552206,10.419974,20130.976
8.0664062,2.369505,10.461472,20073.347
8.1054687,2.3839604,10.503026,20016.035
8.1445312,2.3985851,10.544637,19959.031
8.1835937,2.4133763,10.586304,19902.327
8.2226562,2.4283299,10.628032,19845.915
8.2617187,2.443441,10.669822,19789.787
8.3007812,2.4587036,10.711678,19733.933
8.3398438,2.4741103,10.753605,19678.344
8.3789062,2.4896532,10.795608,19623.012
8.4179687,2.5053234,10.837694,19567.926
8.4570312,2.521111,10.879868,19513.077
8.4960937,2.5370057,10.922139,19458.455
8.5351562,2.5529966,10.964514,19404.051
8.5742187,2.5690725,11.007004,19349.853
8.6132812,2.585222,11.049616,19295.851
8.6523437,2.6014334,11.092362,19242.035
8.6914062,2.6176954,11.13525,19188.395
8.7304687,2.6339967,11.178291,19134.919
8.7695312,2.6503265,11.221496,19081.596
8.8085938,2.6666745,11.264875,19028.417
8.8476562,2.6830311,11.308438,18975.37
8.8867187,2.6993873,11.352196,18922.444
8.9257812,2.7157352,11.396159,18869.629
8.9648437,2.7320677,11.440336,18816.915
9.0039062,2.7483791,11.484736,18764.291
9.0429687,2.7646647,11.52937,18711.746
9.0820312,2.7809211,11.574244,18659.27
9.1210937,2.7971465,11.619367,18606.854
9.1601562,2.8133403,11.664745,18554.487
9.1992187,2.8295037,11.710385,18502.159
9.2382812,2.8456395,11.756291,18449.861
9.2773437,2.8617522,11.802469,18397.583
9.3164062,2.8778478,11.848922,18345.316
9.3554687,2.8939341,11.895651,18293.051
9.3945312,2.9100204,11.94266,18240.778
9.4335938,2.9261174,11.989947,18188.49
9.4726562,2.9422373,12.037514,18136.176
9.5117187,2.9583931,12.08536,18083.83
9.5507812,2.9745986,12.133484,18031.441
9.5898437,2.9908679,12.181885,17979.001
9.6289062,3.0072152,12.230563,17926.503
9.6679688,3.0236543,12.279516,17873.935
9.7070312,3.040198,12.328746,17821.291
9.7460937,3.0568579,12.378256,17768.56
9.7851562,3.0736438,12.428048,17715.731
9.8242187,3.0905637,12.47813,17662.795
9.8632812,3.1076228,12.528509,17609.739
9.9023437,3.1248243,12.579198,17556.553
9.9414062,3.1421684,12.630209,17503.221
9.9804687,3.1596528,12.681561,17449.731
10.019531,3.1772726,12.733274,17396.068
10.058594,3.195021,12.785372,17342.214
10.097656,3.2128888,12.837881,17288.153
10.136719,3.2308657,12.890829,17233.866
10.175781,3.2489402,12.94425,17179.334
10.214844,3.2671004,12.998176,17124.536
10.253906,3.2853344,13.052644,17069.452
10.292969,3.303631,13.10769,17014.057
10.332031,3.3219803,13.163353,16958.331
10.371094,3.3403738,13.219671,16902.247
10.410156,3.3588055,13.276684,16845.782
10.449219,3.3772716,13.334431,16788.909
10.488281,3.3957714,13.392953,16731.601
10.527344,3.4143072,13.452287,16673.832
10.566406,3.4328843,13.512475,16615.573
10.605469,3.4515111,13.573555,16556.793
10.644531,3.4701987,13.635569,16497.464
10.683594,3.4889605,13.698558,16437.551
10.722656,3.5078116,13.762566,16377.023
10.761719,3.526768,13.82764,16315.843
10.800781,3.5458452,13.893832,16253.974
10.839844,3.5650573,13.9612,16191.375
10.878906,3.5844157,14.029809,16128.003
10.917969,3.6039281,14.099736,16063.812
10.957031,3.6235981,14.171067,15998.749
10.996094,3.6434247,14.243903,15932.758
11.035156,3.6634036,14.318357,15865.779
11.074219,3.6835285,14.394554,15797.744
11.113281,3.7037943,14.472633,15728.579
11.152344,3.7241998,14.552741,15658.206
11.191406,3.7447517,14.635036,15586.536
11.230469,3.7654675,14.719683,15513.477
11.269531,3.7863784,14.806853,15438.928
11.308594,3.80753,14.896729,15362.778
11.347656,3.8289824,14.989502,15284.909
11.386719,3.8508091,15.085382,15205.19
11.425781,3.8730952,15.184604,15123.476
11.464844,3.895937,15.287431,15039.606
11.503906,3.919443,15.394166,14953.4
11.542969,3.9437369,15.505158,14864.652
11.582031,3.9689618,15.620809,14773.13
11.621094,3.9952855,15.741586,14678.568
11.660156,4.0229026,15.86804,14580.662
11.699219,4.0520337,16.000837,14479.056
11.738281,4.0829202,16.140802,14373.336
11.777344,4.1158191,16.288987,14263.005
11.816406,4.1510019,16.446747,14147.465
11.855469,4.1887722,16.615852,14025.984
11.894531,4.2295117,16.798627,13897.65
11.933594,4.2737712,16.99816,13761.313
11.972656,4.3224432,17.218687,13615.485
12.011719,4.3771448,17.466326,13458.17
12.050781,4.4411756,17.750652,13286.542
12.089844,4.5219435,18.088667,13096.271
12.128906,4.6371825,18.51613,12879.945
12.167969,4.8322311,19.121638,12623.221
12.207031,5.2215968,20.136214,12296.995
12.246094,6.0616864,22.162548,11841.237
12.285156,7.607424,26.553924,11119.227
12.324219,8.4217245,33.95284,9822.2763
12.363281,7.9670617,43.299812,8590.3606
12.402344,7.3319777,52.538002,7960.5327
12.441406,7.0134447,60.724672,7369.6906
12.480469,6.8776221,68.317743,6771.5063
12.519531,6.8149184,75.760124,6208.4009
12.558594,6.7786695,83.257815,5702.6762
12.597656,6.7520949,90.873722,5257.7509
12.636719,6.7291797,98.606022,4869.0702
12.675781,6.707556,106.42583,4529.8879
12.714844,6.6862092,114.29403,4233.4945
12.753906,6.6647413,122.1694,3973.9138
12.792969,6.6430836,130.01264,3746.0214
12.832031,6.6213348,137.78833,3545.4691
12.871094,6.5996522,145.46561,3368.5613
12.910156,6.5781819,153.01815,3212.1398
12.949219,6.5570242,160.42396,3073.4904
12.988281,6.5362247,167.6651,2950.271
13.027344,6.5157805,174.72756,2840.4546
13.066406,6.4956539,181.60109,2742.285
13.105469,6.4757857,188.27906,2654.2391
13.144531,6.4561064,194.7583,2574.9946
13.183594,6.4365438,201.03879,2503.403
13.222656,6.4170289,207.12336,2438.466
13.261719,6.3974992,213.01731,2379.3161
13.300781,6.377902,218.72801,2325.1996
13.339844,6.3581965,224.26452,2275.4625
13.378906,6.3383549,229.63725,2229.5387
13.417969,6.3183622,234.8575,2186.9392
13.457031,6.2982144,239.93713,2147.2424
13.496094,6.2779169,244.88814,2110.0859
13.535156,6.2574822,249.72233,2075.1591
13.574219,6.2369285,254.45105,2042.1967
13.613281,6.2162794,259.08506,2010.9733
13.652344,6.1955646,263.63443,1981.2986
13.691406,6.1748214,268.10862,1953.0137
13.730469,6.1540968,272.51659,1925.9875
13.769531,6.1334495,276.867,1900.1136
13.808594,6.1129505,281.16836,1875.3074
13.847656,6.092683,285.42916,1851.5028
13.886719,6.0727405,289.65793,1828.6497
13.925781,6.0532235,293.86323,1806.7104
13.964844,6.0342336,298.05341,1785.6563
14.003906,6.0158654,302.23626,1765.4646
14.042969,5.998194,306.41829,1746.1137
14.082031,5.9812558,310.60345,1727.5777
14.121094,5.965015,314.79083,1709.8179
14.160156,5.9493046,318.97041,1692.7681
14.199219,5.933718,323.11497,1676.3095
14.238281,5.9174079,327.16501,1660.2244
14.277344,5.8987153,331.00046,1644.1107
14.316406,5.8744876,334.38844,1627.2272
14.355469,5.8388452,336.88934,1608.2128
14.394531,5.7810077,337.69588,1584.5913
14.433594,5.6816152,335.38214,1551.9275
14.472656,5.5069504,327.58721,1502.4629
14.511719,5.2010416,310.83674,1423.0958
14.550781,4.6781703,281.12742,1292.828
14.589844,3.8272563,236.4228,1081.2963
14.628906,2.5718912,181.62404,759.1824
14.667969,1.1121079,132.46998,368.25881
14.707031,0.19767024,106.65749,135.22475
14.746094,0.012530089,100.63575,101.25996
14.785156,0.00050442182,100.03542,100.03632
14.824219,1.9281551e-05,100.00153,100.00121
14.863281,7.3488635e-07,100.00006,100.00004
14.902344,2.7964775e-08,100,100
14.941406,1.0625067e-09,100,100
14.980469,4.031157e-11,100,100
15.019531,1.5327248e-12,100,100
15.058594,6.7624104e-14,100,100
15.097656,1.9217507e-14,100,100
15.136719,1.8741468e-14,100,100
15.175781,1.4622852e-14,100,100
15.214844,1.2580852e-14,100,100
15.253906,1.013976e-14,100,100
15.292969,8.926169e-15,100,100
15.332031,1.1852294e-14,100,100
15.371094,1.3311459e-14,100,100
15.410156,1.8261082e-14,100,100
15.449219,2.2854515e-14,100,100
15.488281,2.4995798e-14,100,100
15.527344,2.4744563e-14,100,100
15.566406,2.0775479e-14,100,100
15.605469,1.6581556e-14,100,100
15.644531,1.2036632e-14,100,100
15.683594,7.3417093e-15,100,100
15.722656,3.6705177e-15,100,100
15.761719,3.1092491e-15,100,100
15.800781,1.5957067e-15,100,100
15.839844,-2.1544802e-15,100,100
15.878906,-5.396518e-15,100,100
15.917969,-4.7397726e-15,100,100
15.957031,-7.0450122e-15,100,100
15.996094,-5.3738094e-15,100,100
16.035156,-3.7774045e-15,100,100
16.074219,-1.0322573e-14,100,100
16.113281,-1.4188714e-14,100,100
16.152344,-1.8091815e-14,100,100
16.191406,-2.4103091e-14,100,100
16.230469,-3.1726583e-14,100,100
16.269531,-3.8351392e-14,100,100
16.308594,-4.0549027e-14,100,100
16.347656,-4.1601638e-14,100,100
16.386719,-4.291901e-14,100,100
16.425781,-4.1394841e-14,100,100
16.464844,-3.268265e-14,100,100
16.503906,-2.4040675e-14,100,100
16.542969,-2.2257069e-14,100,100
16.582031,-1.5781229e-14,100,100
16.621094,-8.4794e-15,100,100
16.660156,-2.5594736e-15,100,100
16.699219,-2.4165519e-15,100,100
16.738281,-7.3089657e-15,100,100
16.777344,-5.9497211e-15,100,100
16.816406,-5.6822759e-15,100,100
16.855469,-2.1832204e-15,100,100
16.894531,8.4894483e-16,100,100
16.933594,-2.7766802e-15,100,100
16.972656,-2.9953301e-15,100,100
17.011719,4.9946891e-15,100,100
17.050781,6.8301602e-15,100,100
17.089844,4.4787275e-15,100,100
17.128906,6.1525454e-15,100,100
17.167969,3.0337712e-15,100,100
17.207031,-7.4399015e-17,100,100
17.246094,-3.3289086e-15,100,100
17.285156,-1.6763419e-15,100,100
17.324219,6.0841333e-16,100,100
17.363281,3.3446935e-15,100,100
17.402344,9.7383286e-15,100,100
17.441406,1.1715649e-14,100,100
17.480469,1.1175793e-14,100,100
17.519531,4.7036725e-15,100,100
17.558594,1.523004e-15,100,100
17.597656,-1.1119168e-15,100,100
17.636719,2.590447e-16,100,100
17.675781,-3.8685153e-16,100,100
17.714844,-6.2528717e-15,100,100
17.753906,-6.2042368e-15,100,100
17.792969,-5.030792e-15,100,100
17.832031,-1.8221187e-15,100,100
17.871094,9.2931553e-16,100,100
17.910156,1.8911936e-15,100,100
17.949219,1.6364664e-15,100,100
17.988281,1.1501413e-15,100,100
18.027344,4.313088e-15,100,100
18.066406,6.9425278e-15,100,100
18.105469,6.4864232e-15,100,100
18.144531,1.0177283e-14,100,100
18.183594,1.3968769e-14,100,100
18.222656,1.3417528e-14,100,100
18.261719,1.0211349e-14,100,100
18.300781,6.9371959e-15,100,100
18.339844,3.9415806e-15,100,100
18.378906,4.5786981e-15,100,100
18.417969,6.415997e-15,100,100
18.457031,7.4974971e-15,100,100
18.496094,7.2820115e-15,100,100
18.535156,3.9163198e-15,100,100
18.574219,3.06814e-15,100,100
18.613281,1.6949585e-15,100,100
18.652344,-1.0347139e-15,100,100
18.691406,-2.9899667e-15,100,100
18.730469,-4.9181765e-15,100,100
18.769531,-5.321434e-15,100,100
18.808594,-4.9339372e-15,100,100
18.847656,-8.2996001e-15,100,100
18.886719,-9.4573217e-15,100,100
18.925781,-6.7163912e-15,100,100
18.964844,-7.8588803e-15,100,100
19.003906,-7.9213083e-15,100,100
19.042969,-8.098254e-15,100,100
19.082031,-3.8892851e-15,100,100
19.121094,-1.5442906e-15,100,100
19.160156,-3.4391831e-15,100,100
19.199219,-4.8924728e-15,100,100
19.238281,-6.8218317e-15,100,100
19.277344,-3.7172792e-15,100,100
19.316406,1.3687331e-15,100,100
19.355469,4.182483e-15,100,100
19.394531,4.3174526e-15,100,100
19.433594,5.138954e-15,100,100
19.472656,5.135938e-15,100,100
19.511719,7.3658937e-15,100,100
19.550781,1.2763595e-14,100,100
19.589844,1.7040455e-14,100,100
19.628906,1.6756046e-14,100,100
19.667969,1.3426422e-14,100,100
19.707031,8.3609853e-15,100,100
19.746094,5.2526296e-15,100,100
19.785156,5.0008937e-15,100,100
19.824219,1.5414153e-16,100,100
19.863281,-2.5946826e-15,100,100
19.902344,-4.7072866e-15,100,100
19.941406,-1.0594949e-14,100,100
19.980469,-1.2052814e-14,100,100
