time_proper_Myr,radiation_pressure_proper_cgs_dyn_cm2,gas_pressure_proper_cgs_dyn_cm2,pressure_ratio
2.292614873034436174e-01,5.094458214400026260e-54,2.701991076491802964e-12,1.885445980456213254e-42
2.296801213169577527e-01,5.086964286913373366e-54,2.702033429022450382e-12,1.882642987416240143e-42
2.300984437004369165e-01,5.081439277612283046e-54,2.702074186043059898e-12,1.880569861426930308e-42
2.305164282076938298e-01,5.075944174086563909e-54,2.702148449757745199e-12,1.878484571986278338e-42
2.309340409171887765e-01,5.070601174160810333e-54,2.702181645677032391e-12,1.876484203892358876e-42
2.313512525086467986e-01,5.063621606876750919e-54,2.702190989201703567e-12,1.873894786531234217e-42
2.317679995938908555e-01,5.051382105684916782e-54,2.702245414032982466e-12,1.869327663376788165e-42
2.321842675175112558e-01,5.037872880844528234e-54,2.702273554805444361e-12,1.864308989697099688e-42
2.326000415699971680e-01,5.028493602889312422e-54,2.702295873897491784e-12,1.860822736496566858e-42
2.330153070043420593e-01,5.020577178930438411e-54,2.702358540885009841e-12,1.857850134603612744e-42
2.334300490485987367e-01,5.015019729040295131e-54,2.702410430157538404e-12,1.855757982975199634e-42
2.338442529145507154e-01,5.010550829376756692e-54,2.702450932874578677e-12,1.854076523064590138e-42
2.342579038097382105e-01,5.004372121230879646e-54,2.702507050572461769e-12,1.851751735548968480e-42
2.346709869532197235e-01,4.996980913094381032e-54,2.702528453918820770e-12,1.849002146803846957e-42
2.350834717577739985e-01,4.987199204380967974e-54,2.702540180874267966e-12,1.845374673677420191e-42
2.354953414638376041e-01,4.972475779026652846e-54,2.702595880211276893e-12,1.839888758595283211e-42
2.359065725959249848e-01,4.963153903407439172e-54,2.702628853618593182e-12,1.836417122818100832e-42
2.363171349381607556e-01,4.956488282018986829e-54,2.702658972536703726e-12,1.833930337635920508e-42
2.367270142220179452e-01,4.950524920930214416e-54,2.702726502711755466e-12,1.831678090980774795e-42
2.371361819849211461e-01,4.945978143436886138e-54,2.702776893355192858e-12,1.829961679632761762e-42
2.375446108329027917e-01,4.941224456594111823e-54,2.702797716200365456e-12,1.828188778974018424e-42
2.379522873252080117e-01,4.932869266255763406e-54,2.702848176552035687e-12,1.825063393885674069e-42
2.383591883180774251e-01,4.923057066874462233e-54,2.702869784669864594e-12,1.821418514053860320e-42
2.387652824019853293e-01,4.910769847839426116e-54,2.702885523051432935e-12,1.816861944746884437e-42
2.391705574505295362e-01,4.900483456544324186e-54,2.702935975393909921e-12,1.813022395334449859e-42
2.395750017083698724e-01,4.893532945811799334e-54,2.702975838004907613e-12,1.810424228365934199e-42
2.399785772341923307e-01,4.888362997267918608e-54,2.703015351840929701e-12,1.808485103104806632e-42
2.403812726912211983e-01,4.883286340284037245e-54,2.703085715600465085e-12,1.806559929676244450e-42
2.407830783008141629e-01,4.878577434664511988e-54,2.703121018552178908e-12,1.804794310421784610e-42
2.411839791225407481e-01,4.872676498199623405e-54,2.703129496192125878e-12,1.802605648402608385e-42
2.415839472797579879e-01,4.862467600006074346e-54,2.703176715315139093e-12,1.798797530497077661e-42
2.419829755258723625e-01,4.850283785365890826e-54,2.703199843916885853e-12,1.794274957613907207e-42
2.423810572546166997e-01,4.840870703113915761e-54,2.703217887544051668e-12,1.790780804396045608e-42
2.427781865217921720e-01,4.833090322572294344e-54,2.703265849661358880e-12,1.787870890751548209e-42
2.431743425196033481e-01,4.827521155235492132e-54,2.703309910740678592e-12,1.785781621283962287e-42
2.435695166620925056e-01,4.823190834564495307e-54,2.703352537401141454e-12,1.784151629443510507e-42
2.439637062608349116e-01,4.818249502571262190e-54,2.703409990109782784e-12,1.782285898253855898e-42
2.443569094051580570e-01,4.812876870748075133e-54,2.703430092597857946e-12,1.780285306406109717e-42
2.447491249771594768e-01,4.805870017545131786e-54,2.703437386645182898e-12,1.777688671942556940e-42
2.451403526654121201e-01,4.793689881319632371e-54,2.703482205646245767e-12,1.773153849989458155e-42
2.455305901194196339e-01,4.782945618228570059e-54,2.703506278097506171e-12,1.769163865820350029e-42
2.459198298503899593e-01,4.775348989013806045e-54,2.703527939482146803e-12,1.766339795966196233e-42
2.463080753097900699e-01,4.768861077529121225e-54,2.703577853054453318e-12,1.763907435527091855e-42
2.466953307942624796e-01,4.764098778975749977e-54,2.703625371887096018e-12,1.762114984018836208e-42
2.470816014418323048e-01,4.760159161554606711e-54,2.703665223665809775e-12,1.760631871094034694e-42
2.474668932272293398e-01,4.755004002657571158e-54,2.703708518387868720e-12,1.758696978730836471e-42
2.478512129540755005e-01,4.749041165254821729e-54,2.703722245624416307e-12,1.756482631653624450e-42
2.482345682439898449e-01,4.741278097079305387e-54,2.703729844851535522e-12,1.753606450773063043e-42
2.486169675226781728e-01,4.729234902857867235e-54,2.703760602436934392e-12,1.749132263631383091e-42
2.489984200030508354e-01,4.719956282002155963e-54,2.703785265365275917e-12,1.745684593545005424e-42
2.493789356654113887e-01,4.713213804569303400e-54,2.703811139731539642e-12,1.743174194125583990e-42
2.497585252347714613e-01,4.707353131677575721e-54,2.703865887597488484e-12,1.740971382223501888e-42
2.501372001553692770e-01,4.702974434529821928e-54,2.703916019669777967e-12,1.739319712712151307e-42
2.505149725624885026e-01,4.699195674629679888e-54,2.703949456978248815e-12,1.737900707612036373e-42
2.508918552516964939e-01,4.693906530207247271e-54,2.703986021794319495e-12,1.735921152096951426e-42
2.512678616456391345e-01,4.687642624410185980e-54,2.703998915728454394e-12,1.733596340273435387e-42
2.516430057585519742e-01,4.679657772932511656e-54,2.704005098253020300e-12,1.730639404472981197e-42
2.520173021586657458e-01,4.667988742506244685e-54,2.704035575693563607e-12,1.726304485217041852e-42
2.523907659287078498e-01,4.659640503945032835e-54,2.704060124230922527e-12,1.723201515450884615e-42
2.527634126247143564e-01,4.653507557747812577e-54,2.704085289379667117e-12,1.720917448878010311e-42
2.531352582333853962e-01,4.648107487143985303e-54,2.704137376660884487e-12,1.718887334371875898e-42
2.535063084197108907e-01,4.644002104420793808e-54,2.704185116181848375e-12,1.717338830330467172e-42
2.538765778636465908e-01,4.640378300290653561e-54,2.704215658930311238e-12,1.715979376484424907e-42
2.542460827522743383e-01,4.635310493803370991e-54,2.704248151199561386e-12,1.714084741722841043e-42
2.546148395674471265e-01,4.629311274247411199e-54,2.704259748863766341e-12,1.711858957406914335e-42
2.549828650392445550e-01,4.621720320450102395e-54,2.704265257108276258e-12,1.709048440533603020e-42
2.553501760997023973e-01,4.610671917780167250e-54,2.704291267924526767e-12,1.704946494657263029e-42
2.557167898370557579e-01,4.602491220384554120e-54,2.704313968098664621e-12,1.701907128638784003e-42
2.560827234505562711e-01,4.596423158936922528e-54,2.704338425784740820e-12,1.699647912077845724e-42
2.564479915848714708e-01,4.591106935280000960e-54,2.704387504381541900e-12,1.697651289928558869e-42
2.568125956118847419e-01,4.587043713770998872e-54,2.704434095556940666e-12,1.696119613824925075e-42
2.571765522900209544e-01,4.583548927411315820e-54,2.704467122300486824e-12,1.694806673601724389e-42
2.575398783641588696e-01,4.578885071678680217e-54,2.704500314747504872e-12,1.693061393526282512e-42
2.579025905278180542e-01,4.573437491052726952e-54,2.704511747759451614e-12,1.691039979708568061e-42
2.582647053840078089e-01,4.566586668193228605e-54,2.704516246840547024e-12,1.688504061873533735e-42
2.586262394088345573e-01,4.556221765950901851e-54,2.704538895301149514e-12,1.684657511809815417e-42
2.589871938533753748e-01,4.547723671486119602e-54,2.704559068502030808e-12,1.681502809256430382e-42
2.593475782626045723e-01,4.541416735523189334e-54,2.704581474206644346e-12,1.679156933830347154e-42
2.597074083374465436e-01,4.535972900154646756e-54,2.704626047132180669e-12,1.677116474184781923e-42
2.600666995768322609e-01,4.531809855853308005e-54,2.704670421482799226e-12,1.675549752701034906e-42
2.604254672519277225e-01,4.528376922740473776e-54,2.704707425247073983e-12,1.674257585301230234e-42
2.607837234947130711e-01,4.524166721590835124e-54,2.704745221670462155e-12,1.672677590977197656e-42
2.611414634508900656e-01,4.519421189259374915e-54,2.704758253572938072e-12,1.670915019221883824e-42
2.614987016054790003e-01,4.513494572842423415e-54,2.704761697554953922e-12,1.668721712867541952e-42
2.618554521758195142e-01,4.504536592038572797e-54,2.704781807117577303e-12,1.665397401071309363e-42
2.622117290988086324e-01,4.495262822824681073e-54,2.704799199782174313e-12,1.661958057066379662e-42
2.625675460160915575e-01,4.488424352018079548e-54,2.704818447829735853e-12,1.659417975213624762e-42
2.629228960812725058e-01,4.482637271827083357e-54,2.704857755645975556e-12,1.657254346358977982e-42
2.632777908661375621e-01,4.478219347157383630e-54,2.704898245247546594e-12,1.655596233620073514e-42
2.636322433251366282e-01,4.474701930548196170e-54,2.704937453856919968e-12,1.654271866496507068e-42
2.639862661130874533e-01,4.470838520705542743e-54,2.704982929466946281e-12,1.652815798577546860e-42
2.643398715780818642e-01,4.466806517108898763e-54,2.705001536772503097e-12,1.651313855606348030e-42
2.646930550141986527e-01,4.461861947135838933e-54,2.705005070012640499e-12,1.649483764965730376e-42
2.650458255579786204e-01,4.454605020686250324e-54,2.705023196199380895e-12,1.646789952465129196e-42
2.653981949907515125e-01,4.445319581620077017e-54,2.705037357163346985e-12,1.643348684205118220e-42
2.657501747932417002e-01,4.437584117681392212e-54,2.705052645842780865e-12,1.640479760902703934e-42
2.661017761440062634e-01,4.431186470960742613e-54,2.705085871292429253e-12,1.638094567712787969e-42
2.664529943869624606e-01,4.426331323205674175e-54,2.705120289465373717e-12,1.636278926465215306e-42
2.668038403235646339e-01,4.422525332861986293e-54,2.705157836029777863e-12,1.634849277169239513e-42
2.671543246129107763e-01,4.418748757587389498e-54,2.705208813273429688e-12,1.633422431535144932e-42
2.675044576222945225e-01,4.415269532320694157e-54,2.705238200867899934e-12,1.632118580502145253e-42
2.678542494283266406e-01,4.411246257300706144e-54,2.705245600760720905e-12,1.630626903546300727e-42
2.682037098196796143e-01,4.405298734920896258e-54,2.705263338893908419e-12,1.628417711350080611e-42
2.685528395459022555e-01,4.398173787979684044e-54,2.705272764334206994e-12,1.625778311882024133e-42
2.689016468062225274e-01,4.389285387320385002e-54,2.705282090453940276e-12,1.622487134635143752e-42
2.692501408329776025e-01,4.381898926929490693e-54,2.705306790677490402e-12,1.619741961255392803e-42
2.695983305903261185e-01,4.376311614302147886e-54,2.705333418771579699e-12,1.617660723050290616e-42
2.699462247788663727e-01,4.371990056583902596e-54,2.705364631781396641e-12,1.616044656318688551e-42
2.702938318363971582e-01,4.368003161634418443e-54,2.705413314509277218e-12,1.614541903157119327e-42
2.706411599425874170e-01,4.364714711332080967e-54,2.705453290709466661e-12,1.613302556847136226e-42
2.709882170272244206e-01,4.361417979919248815e-54,2.705471486172759054e-12,1.612073164403976371e-42
2.713350107781301035e-01,4.356724895144518118e-54,2.705490702867627193e-12,1.610327062121004719e-42
2.716815486473812546e-01,4.351227188340230746e-54,2.705497650742566649e-12,1.608290876595648621e-42
2.720278378571990285e-01,4.344217352418273744e-54,2.705502234142930511e-12,1.605697196474305635e-42
2.723738854066494186e-01,4.335159986568426040e-54,2.705520737400625628e-12,1.602338480219339719e-42
2.727196980788599290e-01,4.328487382440476409e-54,2.705539754334101331e-12,1.599860942906685031e-42
2.730652824480314655e-01,4.323365202735311888e-54,2.705563503779590607e-12,1.597953696779137202e-42
2.734106375167492109e-01,4.318866856399086252e-54,2.705603822280948970e-12,1.596267280831264422e-42
2.737557536577730488e-01,4.315309291052834752e-54,2.705645794329600450e-12,1.594927650949991837e-42
2.741006376404490630e-01,4.312273623114578693e-54,2.705678519253654837e-12,1.593786398653190135e-42
2.744452960237324102e-01,4.308512974273568538e-54,2.705708742761239339e-12,1.592378701440211051e-42
2.747897351655653742e-01,4.304296134426744889e-54,2.705719020249986164e-12,1.590814161490080862e-42
2.751339612309145477e-01,4.299078173068396402e-54,2.705721077534032385e-12,1.588884459955692744e-42
2.754779801978647358e-01,4.291568593425147775e-54,2.705735797501156576e-12,1.586100386219735132e-42
2.758217978639285195e-01,4.283157684352033218e-54,2.705749978442850759e-12,1.582983541892874660e-42
2.761654198519413184e-01,4.276836225508691008e-54,2.705767189110073219e-12,1.580637182209065791e-42
2.765088516156095078e-01,4.271528770654514581e-54,2.705799364229959876e-12,1.578656875717813382e-42
2.768520984450180689e-01,4.267451866359110482e-54,2.705832083714596128e-12,1.577131076256847978e-42
2.771951654727945469e-01,4.263969715041141553e-54,2.705873660096533990e-12,1.575819957125796167e-42
2.775380576803461175e-01,4.260919944068097891e-54,2.705906505109185791e-12,1.574673750191589009e-42
2.778807799031598469e-01,4.257225070563652387e-54,2.705939448573092607e-12,1.573289111405870717e-42
2.782233327385549848e-01,4.253056192001620656e-54,2.705951974577875077e-12,1.571741195689584265e-42
2.785657164552166609e-01,4.248018190138423069e-54,2.705954131822739329e-12,1.569878121798370746e-42
2.789079357466515696e-01,4.241166468220396023e-54,2.705963840039286261e-12,1.567340407682173979e-42
2.792499951689484949e-01,4.232994256073756905e-54,2.705972726808925242e-12,1.564315195839244018e-42
2.795918991460349390e-01,4.226353327248531441e-54,2.705995864522036965e-12,1.561847666753561953e-42
2.799336519745803664e-01,4.221331318489675530e-54,2.706018923797975304e-12,1.559978491416059919e-42
2.802752578281658136e-01,4.217263073276364152e-54,2.706050169054851258e-12,1.558457090523690329e-42
2.806167207612957903e-01,4.213755818265421550e-54,2.706088232386318588e-12,1.557139108708806399e-42
2.809580447135323622e-01,4.210753340308336926e-54,2.706121422900255530e-12,1.556010497043960794e-42
2.812992335135835464e-01,4.207224056771945733e-54,2.706152973330689986e-12,1.554688185861777495e-42
2.816402908831502350e-01,4.203356988566487978e-54,2.706163751577318314e-12,1.553253008476118149e-42
2.819812204405474088e-01,4.198599891138386813e-54,2.706165060661490464e-12,1.551494383018930785e-42
2.823220257042018955e-01,4.191982985791038524e-54,2.706176912759155445e-12,1.549042476131757815e-42
2.826627100960631411e-01,4.183838880056193315e-54,2.706187588144710571e-12,1.546026926730722666e-42
2.830032769448958541e-01,4.177472250999129622e-54,2.706202461271571892e-12,1.543665823523140034e-42
2.833437294894314840e-01,4.172176428672474484e-54,2.706228920696098147e-12,1.541693829655513565e-42
2.836840708813886391e-01,4.167987443112655369e-54,2.706261119999446482e-12,1.540127599776294893e-42
2.840243041883850350e-01,4.164660560614566256e-54,2.706296619771274582e-12,1.538878085346959164e-42
2.843644323967469134e-01,4.161364350783532553e-54,2.706340776166219247e-12,1.537635019001002716e-42
2.847044584142152668e-01,4.158352949036865798e-54,2.706367313532076211e-12,1.536507231758502670e-42
2.850443844873615240e-01,4.154903886968628309e-54,2.706375641201134763e-12,1.535228082796596706e-42
2.853842093065941388e-01,4.150117660320737505e-54,2.706387733479630046e-12,1.533452730730821479e-42
2.857239356961174814e-01,4.144362673535956250e-54,2.706393676617087452e-12,1.531322922212960578e-42
2.860635664066341066e-01,4.136694345630318424e-54,2.706401751169982817e-12,1.528484950115782737e-42
2.864031041178595194e-01,4.129872128743688351e-54,2.706417405794965047e-12,1.525955353339374293e-42
2.867425514410369969e-01,4.124625068106914862e-54,2.706435721309517019e-12,1.524006291976963168e-42
2.870819109212200959e-01,4.120119380251417142e-54,2.706469011338513326e-12,1.522322761868153643e-42
2.874211850394242651e-01,4.116611499441369360e-54,2.706503201534659202e-12,1.521007437606998365e-42
2.877603762146546673e-01,4.113589987031292257e-54,2.706540124828449252e-12,1.519870313133461328e-42
2.880994868058655012e-01,4.110661443852087334e-54,2.706567875021083243e-12,1.518772716468478236e-42
2.884385191139006155e-01,4.107329481709328825e-54,2.706582859222455151e-12,1.517533249615450288e-42
2.887774753834061459e-01,4.103247761387405950e-54,2.706587008362873911e-12,1.516022854136629526e-42
2.891163578046716531e-01,4.097849542152498652e-54,2.706594916649191358e-12,1.514023955688833847e-42
2.894551685153835541e-01,4.090816864430771175e-54,2.706599853075802155e-12,1.511422850253218312e-42
2.897939096022986161e-01,4.083420455394802140e-54,2.706616056087981226e-12,1.508681087666638247e-42
2.901325831028535029e-01,4.077799205810717231e-54,2.706634470263289877e-12,1.506593982531393063e-42
2.904711910067090952e-01,4.073415199930176839e-54,2.706658883000727828e-12,1.504960682527603586e-42
2.908097352572225902e-01,4.069545941793104598e-54,2.706696086170513083e-12,1.503510483716987489e-42
2.911482177528476600e-01,4.066447720225527641e-54,2.706734251119589917e-12,1.502344649661678970e-42
2.914866403484632773e-01,4.063702179773240860e-54,2.706763407393600842e-12,1.501314140967446133e-42
2.918250048566362609e-01,4.060358652245341079e-54,2.706789609413951298e-12,1.500064370767424238e-42
2.921633130488189289e-01,4.056687569790750712e-54,2.706797564735474128e-12,1.498703716392325144e-42
2.925015666564823591e-01,4.052109524007021649e-54,2.706799448639810760e-12,1.497011360055965781e-42
2.928397673721890304e-01,4.045973882382630172e-54,2.706808111731713976e-12,1.494739824683829641e-42
2.931779168506076783e-01,4.038546804912944731e-54,2.706815992738756233e-12,1.491991629924848994e-42
2.935160167094732486e-01,4.032512140966949690e-54,2.706834162798481003e-12,1.489752197008591814e-42
2.938540685304934508e-01,4.027859182896309297e-54,2.706853709831582840e-12,1.488022484653194541e-42
2.941920738602031848e-01,4.023841077483352785e-54,2.706887037122091447e-12,1.486519763219015185e-42
2.945300342107679548e-01,4.020664623147849912e-54,2.706920361735444137e-12,1.485328005944787548e-42
2.948679510607358778e-01,4.017760195218701577e-54,2.706956980570476057e-12,1.484234963487295923e-42
2.952058258557392345e-01,4.014993878295064661e-54,2.706978206052382409e-12,1.483201404916435140e-42
2.955436600091436716e-01,4.011400715128641423e-54,2.706997886683382166e-12,1.481863260722163201e-42
2.958814549026477225e-01,4.007288455113102886e-54,2.707003742726746095e-12,1.480340936313811176e-42
2.962192118868297586e-01,4.002212121818402746e-54,2.707005206421098001e-12,1.478464877838075389e-42
2.965569322816464237e-01,3.995016800727376426e-54,2.707015514031440636e-12,1.475801220946004638e-42
2.968946173768813312e-01,3.988604473515957542e-54,2.707026694913334553e-12,1.473426354092031993e-42
2.972322684325476305e-01,3.983562158978852164e-54,2.707044662451813508e-12,1.471553910518371806e-42
2.975698866792452768e-01,3.979287815537723784e-54,2.707071578239140118e-12,1.469960324479531575e-42
2.979074733184765567e-01,3.975897586516434307e-54,2.707103018998613790e-12,1.468690906335423203e-42
2.982450295229211457e-01,3.972931568271647428e-54,2.707138788097773521e-12,1.467575872260065678e-42
2.985825564366739182e-01,3.970250021126713269e-54,2.707166809949075806e-12,1.466570145044515124e-42
2.989200551754468971e-01,3.967074511451718679e-54,2.707191148206740848e-12,1.465383969683681765e-42
2.992575268267380073e-01,3.963564070304907403e-54,2.707198524074137682e-12,1.464083270974908162e-42
2.995949724499671341e-01,3.959148661763612203e-54,2.707201271403427123e-12,1.462450798758368444e-42
2.999323930765823154e-01,3.953423392335342518e-54,2.707206936308695514e-12,1.460332913347908221e-42
3.002697897101362368e-01,3.946327268035446368e-54,2.707214280469226704e-12,1.457707761260572026e-42
3.006071633263338039e-01,3.940470811188489087e-54,2.707230973096855849e-12,1.455535508549869061e-42
3.009445148730531816e-01,3.935900775608360408e-54,2.707251395018785601e-12,1.453836456728854883e-42
3.012818452703408534e-01,3.932217600739285002e-54,2.707279213057404725e-12,1.452461047155355568e-42
3.016191546918383093e-01,3.928938868421803227e-54,2.707315614139922835e-12,1.451230454218753410e-42
3.019564437892375275e-01,3.926232557795084566e-54,2.707348871789782247e-12,1.450213010486350597e-42
3.022937134571928031e-01,3.923438103448915118e-54,2.707375842621949348e-12,1.449166400055218992e-42
3.026309645625631095e-01,3.920413970603736628e-54,2.707386019458444815e-12,1.448043959164689762e-42
3.029681979443658579e-01,3.916396619803434117e-54,2.707396146652274605e-12,1.446554699668203979e-42
3.033054144136901886e-01,3.911601890720786741e-54,2.707399811750848457e-12,1.444781769483537402e-42
3.036426147535737918e-01,3.905121716017288153e-54,2.707406022711902305e-12,1.442384955657918373e-42
3.039797997188589118e-01,3.898785904004126820e-54,2.707415708851903013e-12,1.440039625705441331e-42
3.043169700360335850e-01,3.893617302506242984e-54,2.707433372245007757e-12,1.438121189766398489e-42
3.046541264030566132e-01,3.889544334171402349e-54,2.707455158717845382e-12,1.436605264411231401e-42
3.049912694891697695e-01,3.886047686162016975e-54,2.707487730271825716e-12,1.435296508535559118e-42
3.053283999347020106e-01,3.883206839448234526e-54,2.707519833863113903e-12,1.434230246767071516e-42
3.056655183508738549e-01,3.880345874391863527e-54,2.707557288445049685e-12,1.433153747457859549e-42
3.060026253195981538e-01,3.877627960010748235e-54,2.707577037441290338e-12,1.432139476140327079e-42
3.063397213932757546e-01,3.874435708883094822e-54,2.707583991453330751e-12,1.430956794364647259e-42
3.066768070945854463e-01,3.870347884235058081e-54,2.707588651013791635e-12,1.429444566029592044e-42
3.070138829162691319e-01,3.865279158678687011e-54,2.707591556304930030e-12,1.427570990047576274e-42
3.073509493209161669e-01,3.858362288468920573e-54,2.707602121198314164e-12,1.425010808737773426e-42
3.076880067407479769e-01,3.852629513474335763e-54,2.707614134070986563e-12,1.422887207226157039e-42
3.080250555774055043e-01,3.848061387332464857e-54,2.707633484641667537e-12,1.421189909623873445e-42
3.083620962017397660e-01,3.844276053605680072e-54,2.707658497615831758e-12,1.419778770842287434e-42
3.086991289536091254e-01,3.841177946599504284e-54,2.707688463454405341e-12,1.418618869358042573e-42
3.090361541416827285e-01,3.838232574442149793e-54,2.707726843840925456e-12,1.417510995679902385e-42
3.093731720432534860e-01,3.835672433162926367e-54,2.707755454849812806e-12,1.416550533133603921e-42
3.097101829040614929e-01,3.832922488205570788e-54,2.707769779532036298e-12,1.415527463663467892e-42
3.100471869381283829e-01,3.829467068013860910e-54,2.707778531227257541e-12,1.414246779731360045e-42
3.103841843276052281e-01,3.825302397868185353e-54,2.707780842747253010e-12,1.412707534331737284e-42
3.107211752226349821e-01,3.819780081667782607e-54,2.707789250394923497e-12,1.410663729132789254e-42
3.110581597412317989e-01,3.813149896181041971e-54,2.707797401158867868e-12,1.408210929868354113e-42
3.113951379691764498e-01,3.807878851884484610e-54,2.707812513097939892e-12,1.406256464753531460e-42
3.117321099599329459e-01,3.803684632014039055e-54,2.707830846920936765e-12,1.404698021052235550e-42
3.120690757345839228e-01,3.800058478568110996e-54,2.707860217569105224e-12,1.403343663721125113e-42
3.124060348196240899e-01,3.797139349497329547e-54,2.707890997397625026e-12,1.402249703974978671e-42
3.127429865046228441e-01,3.794450705660822134e-54,2.707925974733511177e-12,1.401238712234087750e-42
3.130799306458589282e-01,3.791958005900502464e-54,2.707948770160668368e-12,1.400306404495058968e-42
3.134168670675055446e-01,3.788930854566082958e-54,2.707967179837029717e-12,1.399179016192547561e-42
3.137537955618081575e-01,3.785502475589774279e-54,2.707972517514141942e-12,1.397910226601849238e-42
3.140907158892109474e-01,3.781190911692265688e-54,2.707975463901877414e-12,1.396316533180108520e-42
3.144276277785305607e-01,3.775492822656978604e-54,2.707980474652943419e-12,1.394209765541551144e-42
3.147645309271681624e-01,3.769295397178396906e-54,2.707989444656120560e-12,1.391916576564443819e-42
3.151014250013479678e-01,3.764405776801275842e-54,2.708002754649510879e-12,1.390104116525720525e-42
3.154383096363815309e-01,3.760262029397640371e-54,2.708025397834671674e-12,1.388562320133457206e-42
3.157751844369688921e-01,3.756957842000296135e-54,2.708052287460393947e-12,1.387328398124677168e-42
3.161120489775476883e-01,3.754130073961981667e-54,2.708084988928325196e-12,1.386267450730048753e-42
3.164489028026840067e-01,3.751625007729860306e-54,2.708114711084517220e-12,1.385327213937495728e-42
3.167857454274959905e-01,3.748992894535637862e-54,2.708140294641494893e-12,1.384342200422054415e-42
3.171225763381048113e-01,3.746169325132666965e-54,2.708150532739151316e-12,1.383294347874973654e-42
3.174593949921166725e-01,3.742554023204689985e-54,2.708158657741280907e-12,1.381955230911817697e-42
3.177962008191388410e-01,3.738202468530221539e-54,2.708161372624969409e-12,1.380347015623685978e-42
3.181329932213315392e-01,3.732230566284679519e-54,2.708169105743198646e-12,1.378137930297542895e-42
3.184697715739926993e-01,3.726433161928837552e-54,2.708178008181600559e-12,1.375992697182760906e-42
3.188065352261781893e-01,3.721695705175341451e-54,2.708195505713563015e-12,1.374234503130799098e-42
3.191432835013547353e-01,3.717943892012871751e-54,2.708215680623012521e-12,1.372838920701314330e-42
3.194800156980879824e-01,3.714621964958648799e-54,2.708247547126155333e-12,1.371596170704706468e-42
3.198167310907630845e-01,3.711940939408593257e-54,2.708279520104303651e-12,1.370590041335775992e-42
3.201534289303387681e-01,3.709512035177228769e-54,2.708309294989629097e-12,1.369678139066252176e-42
3.204901084451321491e-01,3.707008980044569859e-54,2.708330230715234968e-12,1.368743345255056517e-42
3.208267688416350238e-01,3.704160749947670222e-54,2.708340292316765112e-12,1.367686608826788737e-42
3.211634093053607475e-01,3.700636501644189923e-54,2.708345617712419820e-12,1.366382664547038142e-42
3.215000290017190898e-01,3.696281180324225429e-54,2.708348813880778091e-12,1.364772942606253387e-42
3.218366270769200121e-01,3.690366957512895754e-54,2.708356081750650200e-12,1.362585585543642836e-42
3.221732026589042008e-01,3.684787436585733440e-54,2.708365128221423102e-12,1.360520927621573865e-42
3.225097548582978590e-01,3.680146453902898836e-54,2.708383281729876526e-12,1.358798246440343356e-42
3.228462827693934778e-01,3.676475076945179280e-54,2.708404875323149373e-12,1.357431863471493060e-42
3.231827854711516457e-01,3.673413680678807747e-54,2.708433432681488318e-12,1.356287230970243757e-42
3.235192620282246190e-01,3.670778894153771199e-54,2.708464180692981647e-12,1.355299036376613216e-42
3.238557114919990432e-01,3.668346867728853188e-54,2.708493934853090050e-12,1.354386221997512503e-42
3.241921329016572151e-01,3.665898459136165047e-54,2.708513412088018504e-12,1.353472514765983511e-42
3.245285252852533331e-01,3.663008681493695390e-54,2.708525868402781860e-12,1.352399371268981859e-42
3.248648876608046798e-01,3.659602176536411216e-54,2.708529285153703772e-12,1.351139969796832385e-42
3.252012190373954614e-01,3.655181657225922882e-54,2.708535753136210923e-12,1.349504673509881309e-42
3.255375184162905833e-01,3.649467350877813218e-54,2.708540988272278774e-12,1.347392329183739493e-42
3.258737847920586406e-01,3.643944658747669558e-54,2.708552643234910348e-12,1.345347548569553012e-42
3.262100171537017368e-01,3.639611489444014835e-54,2.708566888698371308e-12,1.343740671360368884e-42
3.265462144857899096e-01,3.635901625318414424e-54,2.708591154115499945e-12,1.342358967610868841e-42
3.268823757695986099e-01,3.632924358320320334e-54,2.708618296885308001e-12,1.341246333046590465e-42
3.272184999842470132e-01,3.630338057916247013e-54,2.708650043345862090e-12,1.340275783073057703e-42
3.275545861078354437e-01,3.628005913011627493e-54,2.708677582317893142e-12,1.339401166345917975e-42
3.278906331185795220e-01,3.625516659465950448e-54,2.708700483024312546e-12,1.338470857958424513e-42
3.282266399959394287e-01,3.622819672208579014e-54,2.708709864247459028e-12,1.337470550104516486e-42
3.285626057217420626e-01,3.619405418890438768e-54,2.708717212843407383e-12,1.336206452902870415e-42
3.288985292812939831e-01,3.615295124826734772e-54,2.708720037447151938e-12,1.334687629155647095e-42
3.292344096644839180e-01,3.609685828026275757e-54,2.708727569828434220e-12,1.332613094145494545e-42
3.295702456154758209e-01,3.604338545886090794e-54,2.708736397900292457e-12,1.330634663705200115e-42
3.299060335766787477e-01,3.599950636016130604e-54,2.708752820737280374e-12,1.329006695795993766e-42
3.302417725796161219e-01,3.596440036494383902e-54,2.708772245408694089e-12,1.327701154126289544e-42
3.305774616665777543e-01,3.593324151090080651e-54,2.708802101779641858e-12,1.326536238557006907e-42
3.309130998919397326e-01,3.590787902784211235e-54,2.708832630827771537e-12,1.325584999944027477e-42
3.312486863229747724e-01,3.588494240888142660e-54,2.708861494413898153e-12,1.324724150085999786e-42
3.315842200407157492e-01,3.586155803505498329e-54,2.708882899260785000e-12,1.323850434614249486e-42
