RADIUS_PC,VELOCITY_cgs_KMS,DENSITY_CM3,TEMP_cgs_K
12.207031,4.9191815,19.468283,12549.948
12.246094,5.3674609,20.619771,12201.106
12.285156,6.3121272,22.962707,11703.806
12.324219,7.8597095,27.926078,10890.409
12.363281,8.4512974,35.791786,9550.6296
12.402344,7.8809546,45.35421,8471.6345
12.441406,7.3037296,54.492718,7864.7451
12.480469,7.0281875,62.61044,7272.7922
12.519531,6.9105369,70.211411,6680.6143
12.558594,6.8539272,77.696748,6128.3205
12.597656,6.8188796,85.241651,5634.1964
12.636719,6.7914923,92.895764,5199.8471
12.675781,6.7670231,100.65454,4820.3118
12.714844,6.7438224,108.49181,4488.9777
12.753906,6.7212853,116.3732,4199.3725
12.792969,6.6991696,124.26174,3945.7055
12.832031,6.6773658,132.12071,3722.9646
12.871094,6.6558158,139.91516,3526.8647
12.910156,6.6344821,147.61304,3353.7554
12.949219,6.6133353,155.1859,3200.5251
12.988281,6.592348,162.60944,3064.5152
13.027344,6.571492,169.8638,2943.4463
13.066406,6.5507362,176.93362,2835.3576
13.105469,6.5300461,183.80796,2738.5558
13.144531,6.5093825,190.48007,2651.5739
13.183594,6.4887021,196.94699,2573.1375
13.222656,6.467957,203.20906,2502.1365
13.261719,6.4470956,209.26942,2437.6029
13.300781,6.4260636,215.13342,2378.6912
13.339844,6.4048053,220.80811,2324.6634
13.378906,6.3832657,226.30175,2274.8757
13.417969,6.361393,231.62333,2228.7677
13.457031,6.3391414,236.7823,2185.8532
13.496094,6.3164747,241.7883,2145.7126
13.535156,6.2933694,246.65102,2107.9856
13.574219,6.2698187,251.38017,2072.3659
13.613281,6.2458354,255.98553,2038.5957
13.652344,6.2214553,260.47703,2006.4606
13.691406,6.1967386,264.86493,1975.7854
13.730469,6.1717715,269.15996,1946.4297
13.769531,6.1466653,273.37346,1918.2834
13.808594,6.1215549,277.51744,1891.2631
13.847656,6.0965952,281.60467,1865.3071
13.886719,6.0719563,285.64852,1840.3719
13.925781,6.0478166,289.66283,1816.428
13.964844,6.0243557,293.66158,1793.4556
14.003906,6.0017443,297.65847,1771.441
14.042969,5.9801341,301.66626,1750.3721
14.082031,5.9596424,305.69587,1730.2345
14.121094,5.9403312,309.75484,1711.0051
14.160156,5.9221726,313.84488,1692.6438
14.199219,5.9049875,317.95723,1675.0793
14.238281,5.888334,322.06428,1658.1828
14.277344,5.8712999,326.10373,1641.7211
14.316406,5.8521187,329.94911,1625.2691
14.355469,5.8274645,333.35531,1608.0509
14.394531,5.7911786,335.86111,1588.6515
14.433594,5.7320284,336.62266,1564.5106
14.472656,5.6299339,334.15641,1531.0608
14.511719,5.450083,326.02272,1480.3447
14.550781,5.1350118,308.67346,1398.9824
14.589844,4.597479,278.12587,1265.6557
14.628906,3.7266588,232.62887,1049.9419
14.667969,2.4550101,177.74086,724.49936
14.707031,1.015471,129.83263,340.87958
14.746094,0.16795516,105.81564,128.74547
14.785156,0.010169371,100.53301,100.98635
14.824219,0.00040945663,100.02918,100.02905
14.863281,1.5807709e-05,100.00126,100.00098
14.902344,6.0865561e-07,100.00005,100.00004
14.941406,2.3397453e-08,100,100
14.980469,8.9798428e-10,100,100
15.019531,3.4409119e-11,100,100
15.058594,1.3165559e-12,100,100
