RADIUS_PC,VELOCITY_KMS,DENSITY_CM3,TEMP_K
14.628906,5.9371894,340.61678,1658.9887
14.667969,5.7987203,334.89407,1619.8936
14.707031,5.5517512,321.84099,1554.845
14.746094,5.1217827,297.54937,1445.4082
14.785156,4.402894,258.69601,1263.3026
14.824219,3.2847699,206.51413,972.95369
14.863281,1.7994341,152.01373,568.50275
14.902344,0.49745087,114.62819,209.49125
14.941406,0.046749975,101.90563,106.17992
14.980469,0.0020369559,100.12628,100.16558
15.019531,7.4922019e-05,100.00571,100.00494
15.058594,2.7315595e-06,100.00022,100.00016
15.097656,9.9416649e-08,100.00001,100.00001
15.136719,3.6126383e-09,100,100
15.175781,1.3108159e-10,100,100
15.214844,4.761404e-12,100,100
15.253906,1.8159414e-13,100,100
15.292969,1.0609793e-14,100,100
15.332031,1.8230371e-15,100,100
15.371094,1.7337571e-15,100,100
15.410156,1.3409516e-15,100,100
15.449219,1.2125544e-15,100,100
15.488281,1.0812183e-15,100,100
15.527344,-1.2931587e-15,100,100
15.566406,-6.3472077e-16,100,100
15.605469,2.583925e-15,100,100
15.644531,3.7565908e-15,100,100
15.683594,2.8619792e-15,100,100
15.722656,-3.4434756e-16,100,100
15.761719,-1.2566251e-15,100,100
15.800781,5.1470936e-15,100,100
15.839844,1.1746022e-14,100,100
15.878906,1.0053289e-14,100,100
15.917969,4.4513119e-15,100,100
15.957031,-2.0991828e-16,100,100
15.996094,-7.8958971e-15,100,100
16.035156,-8.5571723e-15,100,100
16.074219,-4.7823217e-15,100,100
16.113281,-3.8705496e-15,100,100
16.152344,-3.4797456e-15,100,100
16.191406,-3.4461314e-15,100,100
16.230469,-2.5607657e-15,100,100
16.269531,-4.2538792e-15,100,100
16.308594,-5.9117558e-15,100,100
16.347656,-5.7827556e-15,100,100
16.386719,-6.4340496e-15,100,100
16.425781,-9.2976616e-15,100,100
16.464844,-7.6042975e-15,100,100
16.503906,-4.3481883e-15,100,100
16.542969,-6.3016118e-15,100,100
16.582031,-1.1716535e-14,100,100
16.621094,-1.0544142e-14,100,100
16.660156,-7.2858477e-15,100,100
16.699219,-4.5086672e-15,100,100
16.738281,3.9105996e-15,100,100
16.777344,7.9465015e-15,100,100
16.816406,6.5647131e-15,100,100
16.855469,5.9150572e-15,100,100
16.894531,3.0905189e-15,100,100
16.933594,-2.2584635e-15,100,100
16.972656,1.7612907e-15,100,100
17.011719,1.0471856e-14,100,100
17.050781,1.0632255e-14,100,100
17.089844,7.2931476e-15,100,100
17.128906,4.557801e-15,100,100
17.167969,3.4252609e-15,100,100
17.207031,2.5138586e-15,100,100
17.246094,1.8629455e-15,100,100
17.285156,5.7100808e-15,100,100
17.324219,7.4040364e-15,100,100
17.363281,2.3245339e-15,100,100
17.402344,-3.538927e-15,100,100
17.441406,-5.2391972e-15,100,100
17.480469,-5.8910242e-15,100,100
17.519531,-8.4893487e-15,100,100
17.558594,-7.3178287e-15,100,100
17.597656,-1.273211e-15,100,100
17.636719,5.1097587e-15,100,100
17.675781,4.7164375e-15,100,100
17.714844,-1.4035515e-15,100,100
17.753906,-7.5195688e-16,100,100
17.792969,1.206627e-15,100,100
17.832031,8.1589877e-16,100,100
17.871094,1.9882182e-15,100,100
17.910156,2.4722858e-15,100,100
17.949219,-1.0451549e-15,100,100
17.988281,-4.0416787e-15,100,100
18.027344,-5.0806001e-15,100,100
18.066406,-6.2515647e-15,100,100
18.105469,-5.3412787e-15,100,100
18.144531,-6.0545576e-15,100,100
18.183594,-6.6930363e-15,100,100
18.222656,-5.5213122e-15,100,100
18.261719,1.4852854e-15,100,100
18.300781,6.2987836e-15,100,100
18.339844,5.1263142e-15,100,100
18.378906,8.3746803e-15,100,100
18.417969,1.2150062e-14,100,100
18.457031,1.2274253e-14,100,100
18.496094,9.2793983e-15,100,100
18.535156,8.2230197e-15,100,100
18.574219,8.0932262e-15,100,100
18.613281,3.9056348e-15,100,100
18.652344,-2.7363045e-15,100,100
18.691406,-7.6062383e-15,100,100
18.730469,-1.0288021e-14,100,100
18.769531,-1.0413624e-14,100,100
18.808594,-6.2840788e-15,100,100
18.847656,-5.3709592e-15,100,100
18.886719,-1.0200797e-14,100,100
18.925781,-1.501919e-14,100,100
18.964844,-2.2182615e-14,100,100
19.003906,-2.8041862e-14,100,100
19.042969,-1.8212698e-14,100,100
19.082031,-5.5796723e-15,100,100
19.121094,-2.5804225e-15,100,100
19.160156,2.7603189e-15,100,100
19.199219,7.6155289e-15,100,100
19.238281,1.0287381e-14,100,100
19.277344,1.137472e-14,100,100
19.316406,9.9397553e-15,100,100
19.355469,7.2042629e-15,100,100
19.394531,4.7378122e-15,100,100
19.433594,2.0039419e-15,100,100
19.472656,1.8870592e-15,100,100
19.511719,2.3000712e-15,100,100
19.550781,3.4657639e-16,100,100
19.589844,1.4740318e-15,100,100
19.628906,-2.0425087e-15,100,100
19.667969,2.020503e-15,100,100
19.707031,1.1120104e-14,100,100
19.746094,8.9026726e-15,100,100
19.785156,9.2936778e-15,100,100
19.824219,1.0582036e-14,100,100
19.863281,9.6747706e-15,100,100
19.902344,9.5428958e-15,100,100
19.941406,9.9081179e-15,100,100
19.980469,1.1342031e-14,100,100
