dm_force_sampling raw_step
final_time_Gyr 0.04888961108
final_growth_factor 2.315935084
delta_gas_growth_amplitude 2.231422612
delta_dm_growth_amplitude 1.024057092
delta_gas_over_dm 2.179002156
gas_velocity_growth_amplitude 2.724995975
dm_velocity_growth_amplitude 1.056223763
minimum_shell_separation_comoving_kpc 1.664472993
minimum_positivity_limiter_factor 0.00581858524
median_positivity_limiter_factor 0.7464144713
fraction_hydro_steps_limited 0.5131578947
